id con_taxonomy res_taxonomy con_mass_mean res_mass_mean interaction_dim
"8178" "Odontaster validus" "Isoschizoporella tricuspis" 0.57 0.69 "2D"
"8179" "Odontaster validus" "Caulastraea curvata" 0.57 0.69 "2D"
"8180" "Odontaster validus" "Chondriovelum adeliense" 0.57 0.69 "2D"
"8181" "Odontaster validus" "Bostrychopora dentata" 0.57 0.085 "2D"
"8182" "Odontaster validus" "Phytodetritus" 0.57 -999 "2D"
"8183" "Kampylaster incurvatus" "Phytodetritus" 0.061 -999 "2D"
"8184" "Cycethra verrucosa mawsoni" "Phytodetritus" 0.57 -999 "2D"
"8185" "Notasterias stylophora" "Yolida eightsi" 1.9 0.023 "2D"
"8186" "Notasterias stylophora" "Laternula elliptica" 1.9 0.55 "2D"
"8187" "Notasterias stylophora" "Limopsis lillei" 1.9 0.0046 "2D"
"8188" "Notasterias stylophora" "Limopsis marionensis" 1.9 0.35 "2D"
"8189" "Notasterias stylophora" "Lissarca notorcadensis" 1.9 0.00056 "2D"
"8190" "Notasterias stylophora" "Propeleda longicaudata" 1.9 0.012 "2D"
"8191" "Notioceramus anomalus" "Phytodetritus" 0.46 -999 "2D"
"8192" "Perknaster sladeni" "Phytodetritus" 0.35 -999 "2D"
"8193" "Pteraster affinis aculeatus" "Yolida eightsi" 0.31 0.023 "2D"
"8194" "Pteraster affinis aculeatus" "Laternula elliptica" 0.31 0.55 "2D"
"8195" "Pteraster affinis aculeatus" "Limopsis lillei" 0.31 0.0046 "2D"
"8196" "Pteraster affinis aculeatus" "Limopsis marionensis" 0.31 0.35 "2D"
"8197" "Pteraster affinis aculeatus" "Lissarca notorcadensis" 0.31 0.00056 "2D"
"8198" "Pteraster affinis aculeatus" "Propeleda longicaudata" 0.31 0.012 "2D"
"8199" "Perknaster densus" "Phytodetritus" 0.78 -999 "2D"
"8200" "Perknaster fuscus antarcticus" "Tetilla leptoderma" 9.8 30 "2D"
"8201" "Perknaster fuscus antarcticus" "Anoxycalyx joubini" 9.8 720 "2D"
"8202" "Perknaster fuscus antarcticus" "Phytodetritus" 9.8 -999 "2D"
"8203" "Macroptychaster accrescens" "Odontaster validus" 15 0.57 "2D"
"8204" "Macroptychaster accrescens" "Ophioperla koehleri" 15 1.9 "2D"
"8205" "Macroptychaster accrescens" "Ophionotus victoriae" 15 1.9 "2D"
"8206" "Macroptychaster accrescens" "Ophioceres incipiens" 15 0.041 "2D"
"8207" "Macroptychaster accrescens" "Ophiurolepis brevirima" 15 0.42 "2D"
"8208" "Macroptychaster accrescens" "Ophiurolepis gelida" 15 0.28 "2D"
"8209" "Macroptychaster accrescens" "Ophiosparte gigas" 15 7.5 "2D"
"8210" "Macroptychaster accrescens" "Ophioperla ludwigi" 15 1.6 "2D"
"8211" "Macroptychaster accrescens" "Ophiacantha antarctica" 15 0.067 "2D"
"8212" "Macroptychaster accrescens" "Astrotoma agassizii" 15 4.2 "2D"
"8213" "Macroptychaster accrescens" "Astrochlamys bruneus" 15 1.6 "2D"
"8214" "Macroptychaster accrescens" "Gorgonocephalus chiliensis" 15 2.7 "2D"
"8215" "Macroptychaster accrescens" "Sterechinus neumayeri" 15 2.9 "2D"
"8216" "Macroptychaster accrescens" "Sterechinus antarcticus" 15 8.5 "2D"
"8217" "Macroptychaster accrescens" "Notaeolidia gigas" 15 0.35 "2D"
"8218" "Macroptychaster accrescens" "Austrodoris kerguelenensis" 15 3.4 "2D"
"8219" "Macroptychaster accrescens" "Trophon longstaffi" 15 0.00026 "2D"
"8220" "Macroptychaster accrescens" "Tritonia antarctica" 15 0.19 "2D"
"8221" "Macroptychaster accrescens" "Aegires albus" 15 0.018 "2D"
"8222" "Macroptychaster accrescens" "Bathydoris clavigera" 15 3.4 "2D"
"8223" "Macroptychaster accrescens" "Tritoniella belli" 15 0.35 "2D"
"8224" "Macroptychaster accrescens" "Harpovoluta charcoti" 15 0.29 "2D"
"8225" "Macroptychaster accrescens" "Puncturella conica" 15 0.0011 "2D"
"8226" "Macroptychaster accrescens" "Neobuccinum eatoni" 15 0.15 "2D"
"8227" "Macroptychaster accrescens" "Marseniopsis mollis" 15 0.01 "2D"
"8228" "Macroptychaster accrescens" "Marseniopsis conica" 15 0.01 "2D"
"8229" "Macroptychaster accrescens" "Parmaphorella mawsoni" 15 0.043 "2D"
"8230" "Macroptychaster accrescens" "Amauropsis rossiana" 15 0.01 "2D"
"8231" "Macroptychaster accrescens" "Newnesia antarctica" 15 0.018 "2D"
"8232" "Macroptychaster accrescens" "Falsimargarita gemma" 15 0.01 "2D"
"8233" "Macroptychaster accrescens" "Marginella ealesa" 15 0.018 "2D"
"8234" "Macroptychaster accrescens" "Pontiothauma ergata" 15 0.69 "2D"
"8235" "Macroptychaster accrescens" "Probuccinum tenuistriatum" 15 0.00048 "2D"
"8236" "Macroptychaster accrescens" "Nacella concinna" 15 0.00048 "2D"
"8237" "Macroptychaster accrescens" "Yolida eightsi" 15 0.023 "2D"
"8238" "Macroptychaster accrescens" "Laternula elliptica" 15 0.55 "2D"
"8239" "Macroptychaster accrescens" "Limopsis lillei" 15 0.0046 "2D"
"8240" "Macroptychaster accrescens" "Limopsis marionensis" 15 0.35 "2D"
"8241" "Macroptychaster accrescens" "Lissarca notorcadensis" 15 0.00056 "2D"
"8242" "Macroptychaster accrescens" "Propeleda longicaudata" 15 0.012 "2D"
"8243" "Lysasterias perrieri" "Conchoecia hettacra" 3.9 0.00044 "3D"
"8244" "Lysasterias perrieri" "Alacia hettacra" 3.9 0.00044 "2D"
"8245" "Lysasterias perrieri" "Alacia belgicae" 3.9 0.00044 "2D"
"8246" "Lysasterias perrieri" "Metaconchoecia isocheira" 3.9 0.00044 "2D"
"8247" "Lysasterias perrieri" "Boroecia antipoda" 3.9 0.00044 "2D"
"8248" "Lysasterias perrieri" "Conchoecia antipoda" 3.9 0.00044 "3D"
"8249" "Lysasterias perrieri" "Ophioperla koehleri" 3.9 1.9 "2D"
"8250" "Lysasterias perrieri" "Ophionotus victoriae" 3.9 1.9 "2D"
"8251" "Lysasterias perrieri" "Ophioceres incipiens" 3.9 0.041 "2D"
"8252" "Lysasterias perrieri" "Ophiurolepis brevirima" 3.9 0.42 "2D"
"8253" "Lysasterias perrieri" "Ophiurolepis gelida" 3.9 0.28 "2D"
"8254" "Lysasterias perrieri" "Ophiosparte gigas" 3.9 7.5 "2D"
"8255" "Lysasterias perrieri" "Ophioperla ludwigi" 3.9 1.6 "2D"
"8256" "Lysasterias perrieri" "Ophiacantha antarctica" 3.9 0.067 "2D"
"8257" "Lysasterias perrieri" "Astrotoma agassizii" 3.9 4.2 "2D"
"8258" "Lysasterias perrieri" "Astrochlamys bruneus" 3.9 1.6 "2D"
"8259" "Lysasterias perrieri" "Gorgonocephalus chiliensis" 3.9 2.7 "2D"
"8260" "Lysasterias perrieri" "Yolida eightsi" 3.9 0.023 "2D"
"8261" "Lysasterias perrieri" "Laternula elliptica" 3.9 0.55 "2D"
"8262" "Lysasterias perrieri" "Limopsis lillei" 3.9 0.0046 "2D"
"8263" "Lysasterias perrieri" "Limopsis marionensis" 3.9 0.35 "2D"
"8264" "Lysasterias perrieri" "Lissarca notorcadensis" 3.9 0.00056 "2D"
"8265" "Lysasterias perrieri" "Propeleda longicaudata" 3.9 0.012 "2D"
"8266" "Lysasterias perrieri" "Phytodetritus" 3.9 -999 "2D"
"8267" "Psilaster charcoti" "Molgula pedunculata" 15 11 "2D"
"8268" "Psilaster charcoti" "Ascidia challengeri" 15 0.69 "2D"
"8269" "Psilaster charcoti" "Corella eumyota" 15 5.6 "2D"
"8270" "Psilaster charcoti" "Aplidium vastum" 15 5.6 "2D"
"8271" "Psilaster charcoti" "Synoicum adareanum" 15 4.1 "2D"
"8272" "Psilaster charcoti" "Cnemidocarpa verrucosa" 15 15 "2D"
"8273" "Psilaster charcoti" "Sycozoa sigillinoides" 15 0.01 "2D"
"8274" "Psilaster charcoti" "Pyura bouvetensis" 15 0.085 "2D"
"8275" "Psilaster charcoti" "Pyura discoveryi" 15 0.15 "2D"
"8276" "Psilaster charcoti" "Pyura setosa" 15 0.29 "2D"
"8277" "Psilaster charcoti" "Pyura tunicata" 15 0.19 "2D"
"8278" "Psilaster charcoti" "Artedidraco orianae" 15 95 "3D"
"8279" "Psilaster charcoti" "Artedidraco loennbergi" 15 17 "3D"
"8280" "Psilaster charcoti" "Artedidraco skottsbergi" 15 33 "3D"
"8281" "Psilaster charcoti" "Dolloidraco longedorsalis" 15 13 "3D"
"8282" "Psilaster charcoti" "Pogonophryne marmorata" 15 190 "3D"
"8283" "Psilaster charcoti" "Pogonophryne phyllopogon" 15 230 "3D"
"8284" "Psilaster charcoti" "Pogonophryne permitini" 15 80 "3D"
"8285" "Psilaster charcoti" "Pogonophryne scotti" 15 440 "3D"
"8286" "Psilaster charcoti" "Pogonophryne barsukovi" 15 190 "3D"
"8287" "Psilaster charcoti" "Cygnodraco mawsoni" 15 760 "3D"
"8288" "Psilaster charcoti" "Gerlachea australis" 15 260 "3D"
"8289" "Psilaster charcoti" "Gymnodraco acuticeps" 15 1400 "3D"
"8290" "Psilaster charcoti" "Prionodraco evansii" 15 64 "3D"
"8291" "Psilaster charcoti" "Racovitzia glacialis" 15 430 "3D"
"8292" "Psilaster charcoti" "Chaenodraco wilsoni" 15 210 "3D"
"8293" "Psilaster charcoti" "Chionodraco hamatus" 15 1100 "3D"
"8294" "Psilaster charcoti" "Chionodraco myersi" 15 370 "3D"
"8295" "Psilaster charcoti" "Cryodraco antarcticus" 15 1300 "3D"
"8296" "Psilaster charcoti" "Dacodraco hunteri" 15 330 "3D"
"8297" "Psilaster charcoti" "Pagetopsis maculatus" 15 81 "3D"
"8298" "Psilaster charcoti" "Aethotaxis mitopteryx" 15 49 "3D"
"8299" "Psilaster charcoti" "Dissostichus mawsoni" 15 24000 "3D"
"8300" "Psilaster charcoti" "Trematomus eulepidotus" 15 480 "3D"
"8301" "Psilaster charcoti" "Trematomus lepidorhinus" 15 150 "3D"
"8302" "Psilaster charcoti" "Trematomus loennbergii" 15 250 "3D"
"8303" "Psilaster charcoti" "Trematomus nicolai" 15 660 "3D"
"8304" "Psilaster charcoti" "Trematomus pennellii" 15 300 "3D"
"8305" "Psilaster charcoti" "Trematomus scotti" 15 95 "3D"
"8306" "Psilaster charcoti" "Notothenia marmorata" 15 8600 "3D"
"8307" "Psilaster charcoti" "Notothenia coriiceps" 15 2000 "3D"
"8308" "Psilaster charcoti" "Trematomus bernacchii" 15 240 "3D"
"8309" "Psilaster charcoti" "Trematomus hansoni" 15 300 "3D"
"8310" "Psilaster charcoti" "Macrourus holotrachys" 15 3800 "3D"
"8311" "Psilaster charcoti" "Macrourus whitsoni" 15 5100 "3D"
"8312" "Psilaster charcoti" "Electrona antarctica" 15 39 "3D"
"8313" "Psilaster charcoti" "Harpagifer antarcticus" 15 36 "3D"
"8314" "Psilaster charcoti" "Pagetopsis macropterus" 15 610 "3D"
"8315" "Psilaster charcoti" "Muraenolepis marmoratus" 15 1000 "3D"
"8316" "Psilaster charcoti" "Muraenolepis microps" 15 710 "3D"
"8317" "Psilaster charcoti" "Pachycara brachycephalum" 15 3.5 "3D"
"8318" "Psilaster charcoti" "Phytodetritus" 15 -999 "2D"
"8319" "Psilaster charcoti" "Sediment" 15 -999 "2D"
"8320" "Porania antarctica" "Actinocyclus actinochilus" 0.073 4.06e-11 "2D"
"8321" "Porania antarctica" "Actinocyclus spiritus" 0.073 1.64e-11 "2D"
"8322" "Porania antarctica" "Actinocyclus utricularis" 0.073 4.01e-12 "2D"
"8323" "Porania antarctica" "Azpeitia tabularis" 0.073 1.14e-11 "2D"
"8324" "Porania antarctica" "Banquisia belgicae" 0.073 4.01e-12 "2D"
"8325" "Porania antarctica" "Chaetoceros bulbosum" 0.073 6.04e-13 "2D"
"8326" "Porania antarctica" "Chaetoceros concavicornis" 0.073 4.01e-12 "2D"
"8327" "Porania antarctica" "Chaetoceros criophilum" 0.073 4.01e-12 "2D"
"8328" "Porania antarctica" "Chaetoceros dichaeta" 0.073 6.04e-13 "2D"
"8329" "Porania antarctica" "Chaetoceros flexuosum" 0.073 1.67e-12 "2D"
"8330" "Porania antarctica" "Chaetoceros neglectum" 0.073 9.11e-14 "2D"
"8331" "Porania antarctica" "Chaetoceros pelagicus" 0.073 6.04e-13 "2D"
"8332" "Porania antarctica" "Chaetoceros socialis" 0.073 1.71e-13 "3D"
"8333" "Porania antarctica" "Corethron criophilum" 0.073 4.01e-12 "2D"
"8334" "Porania antarctica" "Coscinodiscus oculoides" 0.073 1.59e-09 "2D"
"8335" "Porania antarctica" "Cylindrotheca closterium" 0.073 4.89e-11 "3D"
"8336" "Porania antarctica" "Eucampia antarctica" 0.073 7.29e-12 "2D"
"8337" "Porania antarctica" "Fragilariopsis curta" 0.073 9.11e-14 "2D"
"8338" "Porania antarctica" "Fragilariopsis cylindrus" 0.073 1.53e-14 "2D"
"8339" "Porania antarctica" "Fragilariopsis kerguelensis" 0.073 3.29e-13 "2D"
"8340" "Porania antarctica" "Fragilariopsis linearis" 0.073 4.53e-13 "2D"
"8341" "Porania antarctica" "Fragilariopsis nana" 0.073 4.53e-13 "2D"
"8342" "Porania antarctica" "Fragilariopsis obliquecostata" 0.073 4.53e-13 "2D"
"8343" "Porania antarctica" "Fragilariopsis pseudonana" 0.073 9.11e-14 "2D"
"8344" "Porania antarctica" "Fragilariopsis rhombica" 0.073 4.53e-13 "2D"
"8345" "Porania antarctica" "Fragilariopsis ritscheri" 0.073 4.53e-13 "2D"
"8346" "Porania antarctica" "Fragilariopsis separanda" 0.073 6.04e-13 "2D"
"8347" "Porania antarctica" "Fragilariopsis sublinearis" 0.073 1.5e-13 "2D"
"8348" "Porania antarctica" "Fragilariopsis vanheurckii" 0.073 9.11e-14 "2D"
"8349" "Porania antarctica" "Manguinea fusiformis" 0.073 1.97e-10 "2D"
"8350" "Porania antarctica" "Manguinea rigida" 0.073 9.1e-12 "2D"
"8351" "Porania antarctica" "Navicula glaciei" 0.073 2.26e-14 "2D"
"8352" "Porania antarctica" "Navicula schefterae" 0.073 2.26e-14 "2D"
"8353" "Porania antarctica" "Nitzschia kerguelensis" 0.073 5.73e-12 "2D"
"8354" "Porania antarctica" "Nitzschia lecointei" 0.073 4.63e-11 "2D"
"8355" "Porania antarctica" "Nitzschia neglecta" 0.073 9.11e-14 "2D"
"8356" "Porania antarctica" "Odontella weissflogii" 0.073 5.73e-12 "2D"
"8357" "Porania antarctica" "Porosira glacialis" 0.073 2.94e-11 "2D"
"8358" "Porania antarctica" "Porosira pseudodenticulata" 0.073 9.81e-11 "2D"
"8359" "Porania antarctica" "Proboscia alata" 0.073 1.51e-12 "2D"
"8360" "Porania antarctica" "Proboscia inermi" 0.073 9.94e-13 "2D"
"8361" "Porania antarctica" "Proboscia truncata" 0.073 1.21e-11 "2D"
"8362" "Porania antarctica" "Pseudo-Nitzschia heimii" 0.073 1.77e-10 "2D"
"8363" "Porania antarctica" "Pseudo-Nitzschia liniola" 0.073 8.13e-10 "2D"
"8364" "Porania antarctica" "Pseudo-Nitzschia prolongatoides" 0.073 3.74e-12 "2D"
"8365" "Porania antarctica" "Pseudo-Nitzschia subcurvata" 0.073 2.22e-10 "2D"
"8366" "Porania antarctica" "Rhizosolenia antennata" 0.073 7.78e-12 "2D"
"8367" "Porania antarctica" "Stellarima microtrias" 0.073 1.01e-10 "2D"
"8368" "Porania antarctica" "Thalassiosira antarctica" 0.073 1.14e-11 "3D"
"8369" "Porania antarctica" "Thalassiosira australis" 0.073 2.57e-12 "2D"
"8370" "Porania antarctica" "Thalassiosira frenguelliopsis" 0.073 3.54e-12 "2D"
"8371" "Porania antarctica" "Thalassiosira gracilis" 0.073 2.57e-12 "2D"
"8372" "Porania antarctica" "Thalassiosira gracilis expecta" 0.073 1.92e-11 "2D"
"8373" "Porania antarctica" "Thalassiosira gravida" 0.073 5.2e-12 "2D"
"8374" "Porania antarctica" "Thalassiosira lentiginosa" 0.073 6.35e-11 "2D"
"8375" "Porania antarctica" "Thalassiosira ritscheri" 0.073 6.44e-11 "2D"
"8376" "Porania antarctica" "Thalassiosira trifulta" 0.073 5.87e-12 "2D"
"8377" "Porania antarctica" "Thalassiosira tumida" 0.073 6.54e-11 "2D"
"8378" "Porania antarctica" "Trichotoxon reinboldii" 0.073 2.71e-13 "2D"
"8379" "Porania antarctica" "Conchoecia hettacra" 0.073 0.00044 "3D"
"8380" "Porania antarctica" "Alacia hettacra" 0.073 0.00044 "2D"
"8381" "Porania antarctica" "Alacia belgicae" 0.073 0.00044 "2D"
"8382" "Porania antarctica" "Metaconchoecia isocheira" 0.073 0.00044 "2D"
"8383" "Porania antarctica" "Boroecia antipoda" 0.073 0.00044 "2D"
"8384" "Porania antarctica" "Conchoecia antipoda" 0.073 0.00044 "3D"
"8385" "Porania antarctica" "Phytodetritus" 0.073 -999 "2D"
"8386" "Porania antarctica glabra" "Actinocyclus actinochilus" 0.32 4.06e-11 "2D"
"8387" "Porania antarctica glabra" "Actinocyclus spiritus" 0.32 1.64e-11 "2D"
"8388" "Porania antarctica glabra" "Actinocyclus utricularis" 0.32 4.01e-12 "2D"
"8389" "Porania antarctica glabra" "Azpeitia tabularis" 0.32 1.14e-11 "2D"
"8390" "Porania antarctica glabra" "Banquisia belgicae" 0.32 4.01e-12 "2D"
"8391" "Porania antarctica glabra" "Chaetoceros bulbosum" 0.32 6.04e-13 "2D"
"8392" "Porania antarctica glabra" "Chaetoceros concavicornis" 0.32 4.01e-12 "2D"
"8393" "Porania antarctica glabra" "Chaetoceros criophilum" 0.32 4.01e-12 "2D"
"8394" "Porania antarctica glabra" "Chaetoceros dichaeta" 0.32 6.04e-13 "2D"
"8395" "Porania antarctica glabra" "Chaetoceros flexuosum" 0.32 1.67e-12 "2D"
"8396" "Porania antarctica glabra" "Chaetoceros neglectum" 0.32 9.11e-14 "2D"
"8397" "Porania antarctica glabra" "Chaetoceros pelagicus" 0.32 6.04e-13 "2D"
"8398" "Porania antarctica glabra" "Chaetoceros socialis" 0.32 1.71e-13 "3D"
"8399" "Porania antarctica glabra" "Corethron criophilum" 0.32 4.01e-12 "2D"
"8400" "Porania antarctica glabra" "Coscinodiscus oculoides" 0.32 1.59e-09 "2D"
"8401" "Porania antarctica glabra" "Cylindrotheca closterium" 0.32 4.89e-11 "3D"
"8402" "Porania antarctica glabra" "Eucampia antarctica" 0.32 7.29e-12 "2D"
"8403" "Porania antarctica glabra" "Fragilariopsis curta" 0.32 9.11e-14 "2D"
"8404" "Porania antarctica glabra" "Fragilariopsis cylindrus" 0.32 1.53e-14 "2D"
"8405" "Porania antarctica glabra" "Fragilariopsis kerguelensis" 0.32 3.29e-13 "2D"
"8406" "Porania antarctica glabra" "Fragilariopsis linearis" 0.32 4.53e-13 "2D"
"8407" "Porania antarctica glabra" "Fragilariopsis nana" 0.32 4.53e-13 "2D"
"8408" "Porania antarctica glabra" "Fragilariopsis obliquecostata" 0.32 4.53e-13 "2D"
"8409" "Porania antarctica glabra" "Fragilariopsis pseudonana" 0.32 9.11e-14 "2D"
"8410" "Porania antarctica glabra" "Fragilariopsis rhombica" 0.32 4.53e-13 "2D"
"8411" "Porania antarctica glabra" "Fragilariopsis ritscheri" 0.32 4.53e-13 "2D"
"8412" "Porania antarctica glabra" "Fragilariopsis separanda" 0.32 6.04e-13 "2D"
"8413" "Porania antarctica glabra" "Fragilariopsis sublinearis" 0.32 1.5e-13 "2D"
"8414" "Porania antarctica glabra" "Fragilariopsis vanheurckii" 0.32 9.11e-14 "2D"
"8415" "Porania antarctica glabra" "Manguinea fusiformis" 0.32 1.97e-10 "2D"
"8416" "Porania antarctica glabra" "Manguinea rigida" 0.32 9.1e-12 "2D"
"8417" "Porania antarctica glabra" "Navicula glaciei" 0.32 2.26e-14 "2D"
"8418" "Porania antarctica glabra" "Navicula schefterae" 0.32 2.26e-14 "2D"
"8419" "Porania antarctica glabra" "Nitzschia kerguelensis" 0.32 5.73e-12 "2D"
"8420" "Porania antarctica glabra" "Nitzschia lecointei" 0.32 4.63e-11 "2D"
"8421" "Porania antarctica glabra" "Nitzschia neglecta" 0.32 9.11e-14 "2D"
"8422" "Porania antarctica glabra" "Odontella weissflogii" 0.32 5.73e-12 "2D"
"8423" "Porania antarctica glabra" "Porosira glacialis" 0.32 2.94e-11 "2D"
"8424" "Porania antarctica glabra" "Porosira pseudodenticulata" 0.32 9.81e-11 "2D"
"8425" "Porania antarctica glabra" "Proboscia alata" 0.32 1.51e-12 "2D"
"8426" "Porania antarctica glabra" "Proboscia inermi" 0.32 9.94e-13 "2D"
"8427" "Porania antarctica glabra" "Proboscia truncata" 0.32 1.21e-11 "2D"
"8428" "Porania antarctica glabra" "Pseudo-Nitzschia heimii" 0.32 1.77e-10 "2D"
"8429" "Porania antarctica glabra" "Pseudo-Nitzschia liniola" 0.32 8.13e-10 "2D"
"8430" "Porania antarctica glabra" "Pseudo-Nitzschia prolongatoides" 0.32 3.74e-12 "2D"
"8431" "Porania antarctica glabra" "Pseudo-Nitzschia subcurvata" 0.32 2.22e-10 "2D"
"8432" "Porania antarctica glabra" "Rhizosolenia antennata" 0.32 7.78e-12 "2D"
"8433" "Porania antarctica glabra" "Stellarima microtrias" 0.32 1.01e-10 "2D"
"8434" "Porania antarctica glabra" "Thalassiosira antarctica" 0.32 1.14e-11 "3D"
"8435" "Porania antarctica glabra" "Thalassiosira australis" 0.32 2.57e-12 "2D"
"8436" "Porania antarctica glabra" "Thalassiosira frenguelliopsis" 0.32 3.54e-12 "2D"
"8437" "Porania antarctica glabra" "Thalassiosira gracilis" 0.32 2.57e-12 "2D"
"8438" "Porania antarctica glabra" "Thalassiosira gracilis expecta" 0.32 1.92e-11 "2D"
"8439" "Porania antarctica glabra" "Thalassiosira gravida" 0.32 5.2e-12 "2D"
"8440" "Porania antarctica glabra" "Thalassiosira lentiginosa" 0.32 6.35e-11 "2D"
"8441" "Porania antarctica glabra" "Thalassiosira ritscheri" 0.32 6.44e-11 "2D"
"8442" "Porania antarctica glabra" "Thalassiosira trifulta" 0.32 5.87e-12 "2D"
"8443" "Porania antarctica glabra" "Thalassiosira tumida" 0.32 6.54e-11 "2D"
"8444" "Porania antarctica glabra" "Trichotoxon reinboldii" 0.32 2.71e-13 "2D"
"8445" "Porania antarctica glabra" "Conchoecia hettacra" 0.32 0.00044 "3D"
"8446" "Porania antarctica glabra" "Alacia hettacra" 0.32 0.00044 "2D"
"8447" "Porania antarctica glabra" "Alacia belgicae" 0.32 0.00044 "2D"
"8448" "Porania antarctica glabra" "Metaconchoecia isocheira" 0.32 0.00044 "2D"
"8449" "Porania antarctica glabra" "Boroecia antipoda" 0.32 0.00044 "2D"
"8450" "Porania antarctica glabra" "Conchoecia antipoda" 0.32 0.00044 "3D"
"8451" "Porania antarctica glabra" "Phytodetritus" 0.32 -999 "2D"
"8452" "Ophioperla koehleri" "Phytodetritus" 1.9 -999 "2D"
"8453" "Ophionotus victoriae" "Actinocyclus actinochilus" 1.9 4.06e-11 "2D"
"8454" "Ophionotus victoriae" "Actinocyclus spiritus" 1.9 1.64e-11 "2D"
"8455" "Ophionotus victoriae" "Actinocyclus utricularis" 1.9 4.01e-12 "2D"
"8456" "Ophionotus victoriae" "Azpeitia tabularis" 1.9 1.14e-11 "2D"
"8457" "Ophionotus victoriae" "Banquisia belgicae" 1.9 4.01e-12 "2D"
"8458" "Ophionotus victoriae" "Chaetoceros bulbosum" 1.9 6.04e-13 "2D"
"8459" "Ophionotus victoriae" "Chaetoceros concavicornis" 1.9 4.01e-12 "2D"
"8460" "Ophionotus victoriae" "Chaetoceros criophilum" 1.9 4.01e-12 "2D"
"8461" "Ophionotus victoriae" "Chaetoceros dichaeta" 1.9 6.04e-13 "2D"
"8462" "Ophionotus victoriae" "Chaetoceros flexuosum" 1.9 1.67e-12 "2D"
"8463" "Ophionotus victoriae" "Chaetoceros neglectum" 1.9 9.11e-14 "2D"
"8464" "Ophionotus victoriae" "Chaetoceros pelagicus" 1.9 6.04e-13 "2D"
"8465" "Ophionotus victoriae" "Chaetoceros socialis" 1.9 1.71e-13 "3D"
"8466" "Ophionotus victoriae" "Corethron criophilum" 1.9 4.01e-12 "2D"
"8467" "Ophionotus victoriae" "Coscinodiscus oculoides" 1.9 1.59e-09 "2D"
"8468" "Ophionotus victoriae" "Cylindrotheca closterium" 1.9 4.89e-11 "3D"
"8469" "Ophionotus victoriae" "Eucampia antarctica" 1.9 7.29e-12 "2D"
"8470" "Ophionotus victoriae" "Fragilariopsis curta" 1.9 9.11e-14 "2D"
"8471" "Ophionotus victoriae" "Fragilariopsis cylindrus" 1.9 1.53e-14 "2D"
"8472" "Ophionotus victoriae" "Fragilariopsis kerguelensis" 1.9 3.29e-13 "2D"
"8473" "Ophionotus victoriae" "Fragilariopsis linearis" 1.9 4.53e-13 "2D"
"8474" "Ophionotus victoriae" "Fragilariopsis nana" 1.9 4.53e-13 "2D"
"8475" "Ophionotus victoriae" "Fragilariopsis obliquecostata" 1.9 4.53e-13 "2D"
"8476" "Ophionotus victoriae" "Fragilariopsis pseudonana" 1.9 9.11e-14 "2D"
"8477" "Ophionotus victoriae" "Fragilariopsis rhombica" 1.9 4.53e-13 "2D"
"8478" "Ophionotus victoriae" "Fragilariopsis ritscheri" 1.9 4.53e-13 "2D"
"8479" "Ophionotus victoriae" "Fragilariopsis separanda" 1.9 6.04e-13 "2D"
"8480" "Ophionotus victoriae" "Fragilariopsis sublinearis" 1.9 1.5e-13 "2D"
"8481" "Ophionotus victoriae" "Fragilariopsis vanheurckii" 1.9 9.11e-14 "2D"
"8482" "Ophionotus victoriae" "Manguinea fusiformis" 1.9 1.97e-10 "2D"
